postal_code,building_name,location_description,latitude,longitude
579837,Junction 8 Shopping Centre,Level 1 Fire Command Centre,1.35042215656701,103.848826189269
569935,Lycee Francais De Singapour,"Level 1 Block K, Opposite Reception Office K1-07",1.37025189504435,103.86654125113
569928,Lycee Francais De Singapour,"Level 1 Block G, Outside Multi-Purpose Room G1-01",1.37136439334392,103.867597344503
569928,Lycee Francais De Singapour,"Level 1 Block B Auditorium, Outside Room B1-02",1.37136439334392,103.867597344503
569383,Ang Mo Kio Methodist Church,Level 1 Lift Lobby,1.36707522435153,103.835368735634
569383,Ang Mo Kio Methodist Church,Level 3 Information Counter,1.36707522435153,103.835368735634
569383,Ang Mo Kio Methodist Church,Level 5 Outside The Sanctuary,1.36707522435153,103.835368735634
569845,Presbyterian High School,"Level 2 Bethel Hall, Near Staircase 2H (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.38175437421949,103.842382968794
569845,Presbyterian High School,Level 1 Admin Block (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.38175437421949,103.842382968794
569845,Presbyterian High School,"Level 1 Special Rooms Block 1, Near Staircase 2T (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.38175437421949,103.842382968794
569845,Presbyterian High School,Level 1 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.38175437421949,103.842382968794
569845,Presbyterian High School,Level 3 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.38175437421949,103.842382968794
568046,The Grassroots Club,Level 1 Outside Member Room,1.38073719111432,103.846551926692
579795,Kuo Chuan Presbyterian Secondary School,"Level 1 Block A, Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.35017129930314,103.854983746416
579795,Kuo Chuan Presbyterian Secondary School,"Level 1 Block C, Outside Corner Of Art Room 2 (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.35017129930314,103.854983746416
579795,Kuo Chuan Presbyterian Secondary School,"Level 3 Block H, Outside Centre For International Studies (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.35017129930314,103.854983746416
579795,Kuo Chuan Presbyterian Secondary School,"Level 2 Block H, Outside Staff Room (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.35017129930314,103.854983746416
579795,Kuo Chuan Presbyterian Secondary School,Level 3 Inside Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.35017129930314,103.854983746416
569933,AMK Hub,"Level 1 Outside Washroom, Opposite Subway (#01-35)",1.36923561405404,103.848693181185
569933,AMK Hub,"Level 2 Outside Washroom, Opposite Xin Wang Hong Kong Café (#02-26)",1.36923561405404,103.848693181185
569933,AMK Hub,Level B2 Lift Lobby B,1.36923561405404,103.848693181185
569830,Blk A,"Level 1 Outside Male Toilet, Near Auditorium",1.38034089934688,103.848083337667
569832,Blk C,Level 1 SBM Admin Office Counter,1.38111875111583,103.849736066442
569815,Blk G,Level 2 ISH Entrance,1.38111875111583,103.849736066713
569815,Blk G,Level 3 Facing North Tennis Court,1.38111875111583,103.849736066713
567725,Blk T,Level 2 Student Gym,1.37983088488095,103.847344935877
569816,Blk F,Level 2 Swimming Pool Staff Locker Area,1.38111875111583,103.849736066442
569816,Blk F,Level 3 NYP Stadium,1.38111875111583,103.849736066442
569818,Blk J,Level 3 Outside SHS Admin Office,1.38111875111583,103.849736066442
569830,,Level 1 South Tennis Court,1.38034089934688,103.848083337667
569824,Staff Apartment Blk 168,Level 1 Lift Lobby,1.37761138024133,103.850832220822
569821,Blk M,Level 5 Near Admin Office,1.37781903081584,103.848423445675
569820,Blk L,Level 3 Near Admin Office,1.37781903081584,103.848423445675
569826,Blk P,Level 4 Opposite SCL Admin Office,1.37781903081584,103.848423445675
569828,Blk R,Level 6 Near SDN Admin Office,1.37781903081584,103.848423445675
569829,Blk S,Level 1 Outside SEG Admin Offices,1.37781903081584,103.848423445675
569405,CHIJ St Nicholas Girls' School,Level 1 Opposite MPH (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.37347687878916,103.834253269436
569405,CHIJ St Nicholas Girls' School,"Level 2 Near General Office, Secondary (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.37347687878916,103.834253269436
569405,CHIJ St Nicholas Girls' School,"Level 2 MPH Blk, Between Hall & Gym (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.37347687878916,103.834253269436
569405,CHIJ St Nicholas Girls' School,"Level 5 MPH Blk, Between Pri & Sec ISH (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.37347687878916,103.834253269436
569405,CHIJ St Nicholas Girls' School,Level 1 Outside PE Room (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.37347687878916,103.834253269436
579785,Guide House,Level 1 Recreation Area,1.35333651372257,103.850867392266
579782,MOE Language Centre (Bishan),"Level 1 Lobby, Outside Office",1.35350885002149,103.852298509707
575738,Marymount Community Club,Level 1 Outside Constituency Office,1.36213757156174,103.84128616885
575738,Marymount Community Club,Level 3 Outside Lift Lobby,1.36213757156174,103.84128616885
574623,Mount Alvernia Hospital,Level 6 Orchard Heart Specialist Clinic,1.34149897479709,103.837774442377
576151,One Pemimpin,"Level 6 Corndale Consultants Pte Ltd, Near Main Entrance",1.35188730448634,103.842894664891
575566,Peirce Secondary School,"Level 1 Blk A, Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.36665944653812,103.83021606804
575566,Peirce Secondary School,Level 1 Blk E Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.36665944653812,103.83021606804
575566,Peirce Secondary School,Level 1 Blk F Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.36665944653812,103.83021606804
575566,Peirce Secondary School,Level 1 School Field Toilet (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.36665944653812,103.83021606804
560529,529 Cheng San Centre,"Level 1 Immanuel Dialysis Centre, AMK (Approach Staff)",1.37234358233883,103.855455428073
569228,Jing Shan Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.37196445720109,103.851763531681
569228,Jing Shan Primary School,Level 2 School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.37196445720109,103.851763531681
569228,Jing Shan Primary School,Level 1 Block C (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.37196445720109,103.851763531681
569206,Anderson Secondary School,Level 1 General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.37434001701177,103.851554107068
569206,Anderson Secondary school,Level 1 School Field (Available During Dual Use Scheme Operating Hours),1.37434001701177,103.851554107068
569206,Anderson Secondary School,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.37434001701177,103.851554107068
569206,Anderson Secondary School,Level 1 Indoor Sports Hall (Available During Dual Use Scheme Operating Hours),1.37434001701177,103.851554107068
119074,National University Hospital (Kent Ridge Wing 2),"Level 3 Kent Ridge Wing, Lift Lobby 8",1.29483554189273,103.783725795673
569206,Anderson Secondary School,Level 2 Indoor Sports Hall (Available During Dual Use Scheme Operating Hours),1.37434001701177,103.851554107068
297754,Marymount Convent School,"Level 2 Blk A, Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.34043840661368,103.839811736775
297754,Marymount Convent School,"Level 1 Blk D, Beside Playground (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.34043840661368,103.839811736775
297754,Marymount Convent School,"Level 6 Blk G, Outside ISH (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.34043840661368,103.839811736775
297754,Marymount Convent School,"Level 3 Blk G, Outside Gymnasium (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.34043840661368,103.839811736775
569277,Deyi Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.36599702567717,103.852545772422
569277,Deyi Secondary School,Level 1 Near Fitness Corner (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.36599702567717,103.852545772422
569277,Deyi Secondary School,Level 2 Outside Multi-Purpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.36599702567717,103.852545772422
569277,Deyi Secondary School,Level 1 Toilet Hut Outside Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.36599702567717,103.852545772422
569299,Teck Ghee Primary School,Level 1 General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.36565018546903,103.851009800453
569299,Teck Ghee Primary School,Level 2 Multipurpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.36565018546903,103.851009800453
569299,Teck Ghee Primary School,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.36565018546903,103.851009800453
569299,Teck Ghee Primary School,"Level 1 Block E, Near Classroom 2A (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.36565018546903,103.851009800453
569299,Teck Ghee Primary School,Level 1 Outside Student Care Centre (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.36565018546903,103.851009800453
547530,Bright Vision Hospital,"Level 2 Consultation Room 7, Mobile Unit",1.37203701009478,103.878031146933
575701,Vehicle & Transit Licensing Division,Level 1 LTA Admin Services Office,1.35700321140485,103.837010656506
575701,Vehicle & Transit Licensing Division,Level 1 LTA SMO Clubhouse Counter,1.35700321140485,103.837010656506
569384,Mayflower Secondary School,Level 1 General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.36827266209722,103.835360726863
569384,Mayflower Secondary School,Level 1 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.36827266209722,103.835360726863
569384,Mayflower Secondary School,Level 2 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.36827266209722,103.835360726863
569384,Mayflower Secondary School,Level 1 School Field Toilet (Available During Dual Use Scheme Operating Hours),1.36827266209722,103.835360726863
569785,Anderson Primary School,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.38419941907925,103.841411716006
569785,Anderson Primary School,Level 1 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.38419941907925,103.841411716006
569785,Anderson Primary School,Level 4 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.38419941907925,103.841411716006
567739,Singapore Institute of Technology@NYP,Level 1 Beside Vending Machine,1.37742633496685,103.848699347584
579767,Catholic High School,Level 3 General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3547230747166,103.844874676599
579767,Catholic High School,Level 2 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3547230747166,103.844874676599
579767,Catholic High School,Level 3 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3547230747166,103.844874676599
387380,James Cook University Singapore,Level 1 Blk D (Canteen),1.31556694222653,103.876391006571
555855,Rosyth School,Level 1 Beside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3728583654058,103.87477170399
555855,Rosyth School,Level 4 Between Multi-Purpose Hall & Tennis Court (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3728583654058,103.87477170399
555855,Rosyth School,Level 3 Beside Room #F3-03 (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3728583654058,103.87477170399
569730,Townsville Primary School,Level 2 School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.35994649477568,103.853768994775
569730,Townsville Primary School,Level 4 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.35994649477568,103.853768994775
569730,Townsville Primary School,Level 1 Near General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.35994649477568,103.853768994775
569730,Townsville Primary School,"Level 1 Canteen, Facing Carpark (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.35994649477568,103.853768994775
569730,Townsville Primary School,"Level 1 Canteen, Near Playground (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.35994649477568,103.853768994775
579807,Guangyang Secondary School,Level 1 Near General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.34440856042912,103.850208933626
579807,Guangyang Secondary School,Level 3 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.34440856042912,103.850208933626
579807,Guangyang Secondary School,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.34440856042912,103.850208933626
139648,Fairfield Methodist Primary School,"Level 4 Block E, Beside Room E405 (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.30100441916733,103.785455606827
139648,Fairfield Methodist Primary School,Level 2 Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.30100441916733,103.785455606827
139648,Fairfield Methodist Primary School,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.30100441916733,103.785455606827
139648,Fairfield Methodist Primary School,Level 3 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.30100441916733,103.785455606827
139648,Fairfield Methodist Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.30100441916733,103.785455606827
139649,Fairfield Methodist Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.30163374395823,103.784099647149
119073,National University Hospital,"Level 1 Main Building, In Front Of Coffee Bean",1.29442026340382,103.783686678031
139649,Fairfield Methodist Secondary School,Level 1 Beside Foyer (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.30163374395823,103.784099647149
139649,Fairfield Methodist Secondary School,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.30163374395823,103.784099647149
148812,New Town Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate),1.29981138884057,103.799964819895
148812,New Town Primary School,Level 1 Between Canteen & Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate),1.29981138884057,103.799964819895
148812,New Town Primary School,Level 2 Multipurpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate),1.29981138884057,103.799964819895
149303,Queenstown Primary School,Level 1 Near General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.29552905587752,103.807648475656
149303,Queenstown Primary School,Level 1 Blk H Lift Lobby (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.29552905587752,103.807648475656
149303,Queenstown Primary School,Level 4 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.29552905587752,103.807648475656
159016,Alexandra Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.29133439161334,103.824424680531
159016,Alexandra Primary School,Level 7 Lift Lobby (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.29133439161334,103.824424680531
159016,Alexandra Primary School,Level 4 Outside Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.29133439161334,103.824424680531
579700,BCA Braddell Campus,Level 1 Academic Tower Lift Lobby,1.34446838396585,103.858721835904
579700,BCA Braddell Campus,Level 6 Academic Tower Lift Lobby,1.34446838396585,103.858721835904
579700,BCA Braddell Campus,"Level 1 Workshop Block, Next To Fire Alarm Panel",1.34446838396585,103.858721835904
579700,BCA Braddell Campus,"Level 1 Block F, Cafeteria",1.34446838396585,103.858721835904
579700,BCA Braddell Campus,"Level 1 Block H, Outside Reception Office",1.34446838396585,103.858721835904
158901,Gan Eng Seng Primary School,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.28559516494962,103.815547410064
158901,Gan Eng Seng Primary School,Level 1 Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.28559516494962,103.815547410064
158901,Gan Eng Seng Primary School,Level 5 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.28559516494962,103.815547410064
159561,Gan Eng Seng Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.28907114485773,103.823733673089
159561,Gan Eng Seng Secondary School,Level 3 Outside Room A3-01 (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.28907114485773,103.823733673089
159561,Gan Eng Seng Secondary School,Level 1 Outside Room G01-01 (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.28907114485773,103.823733673089
159561,Gan Eng Seng Secondary School,Level 1 Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.28907114485773,103.823733673089
159561,Gan Eng Seng Secondary School,Level 2 Indoor Sports Hall (Available During Dual Use Scheme Operating Hours),1.28907114485773,103.823733673089
310195,,"Level 1 Adventist Home For the Elders, Outside Male Wing Entrance",1.33008102222991,103.858354604112
310480,HDB Hub,Level 1 Security Counter,1.33202548854255,103.848335264381
310480,HDB Hub,Level 2 Pillar Near Seating Area,1.33202548854255,103.848335264381
574623,Mount Alvernia Hospital,Level 5 Immanuel Dialysis Center (Mobile Unit),1.34149897479709,103.837774442377
637088,,"Level 1 Office, Near Reception Counter",1.27271890472532,103.631747709842
628505,JIC Jurong Inspection Centre,Level 1 Near Chief Inspector Office,1.31132678775472,103.657852885901
638404,Raffles Marina,Level 1 Reception Counter,1.34151411430782,103.635170652831
575718,VICOM Sin Ming Inspection Centre,Level 1 Inspection Lane,1.36083375693197,103.837730680581
659545,VICOM Bukit Batok Inspection Centre,Level 1 Road Tax & Insurance Payment Counter,1.34184034724609,103.755821901766
486047,ITE College East,"Level B1 Stadium, Outside Store",1.3343869142524,103.955050784776
486047,ITE College East,"Level 1 Swimming Pool, Outside Sports Management Centre",1.3343869142524,103.955050784776
486047,ITE College East,Level 3 Outside ISH,1.3343869142524,103.955050784776
579783,Bishan Sports Hall,Level 1 Sports Hall,1.35528263459438,103.850922068559
579784,Bishan Stadium,Level 1 Inside Stadium,1.35460206713741,103.850992018417
499613,VICOM Changi Inspection Centre,Level 1 Inspection Area,1.35098314353981,103.968028540058
415933,VICOM Kaki Bukit Inspection Centre,Level 1 Inspection Area,1.33820966158246,103.908005980465
307683,Novena Square,Level 1 Outside The Body Shop,1.31996748439185,103.843850630993
307683,Novena Square,Level 1 Information Counter,1.31996748439185,103.843850630993
169629,"Four Points by Sheraton Singapore, Riverview",Level 1 Concierge,1.28937099358897,103.836603810879
169664,Grand Copthorne Waterfront Hotel Singapore,Level 1 Fire Command Centre,1.29028193417518,103.835147954644
169075,Holiday Inn Singapore Atrium,Level 1 Fire Command Centre,1.28888605616528,103.834206802698
169075,Concorde Shopping Centre,Level 1 Security Counter,1.28888605616528,103.834206802698
169075,Concorde Shopping Centre,Level 3 Lift Lobby,1.28888605616528,103.834206802698
169854,College of Medicine Building,Level 2 Inside Office,1.28092336218661,103.833053862281
58289,Parkroyal On Pickering,Level 4 Fire Lift Lobby,1.44485960833634,103.816271626796
58289,Parkroyal On Pickering,Level 5 Swimming Pool Area,1.44485960833634,103.816271626796
319387,SAFRA Clubhouse (Toa Payoh),Level 1 Security Helpdesk,1.32988651708771,103.854213740191
319387,SAFRA Clubhouse (Toa Payoh),Level 1 Kids Amaze,1.32988651708771,103.854213740191
319387,SAFRA Clubhouse (Toa Payoh),Level 1 Gym,1.32988651708771,103.854213740191
319387,SAFRA Clubhouse (Toa Payoh),Level 1 Swimming Pool,1.32988651708771,103.854213740191
319387,SAFRA Clubhouse (Toa Payoh),Level 2 Opposite Squash Court,1.32988651708771,103.854213740191
319387,SAFRA Clubhouse (Toa Payoh),Level 2 Badminton Hall,1.32988651708771,103.854213740191
319763,,Level 5 Coffee Cove 2,1.33452048243981,103.842598451486
117440,Mapletree Business City,"Level 13 DSM Singapore, Pantry Area (Block 30)",1.27482749239615,103.79906482343
119958,Alexandra Point,Level 1 Security Office,1.27728139056494,103.802084103537
119967,Alexandra Technopark A,Level 1 Fire Command Centre,1.27778507592687,103.800744388744
119968,Alexandra Technopark B,Level 1 Fire Command Centre,1.27738945595844,103.799443153902
150168,Connection One,"Level 1 Tower 1, Outside Fire Command Centre",1.2829318633288,103.818800230706
150167,Connection One,"Level 2 Tower 5, Security Counter",1.28261543638403,103.818552370547
307506,Square 2,Level 1 Information Counter,1.32044103104797,103.844192628979
109433,Academy of Singapore Teachers,"Level 1 Blk M, Inside Sports Hall (Available During Operating Hours. Approach Security Officer At Main Gate.)",1.27596604850042,103.803483422379
187947,SMU Residences @ Prinsep,Level 1 Lounge,1.30198870724027,103.851196700965
109433,Academy of Singapore Teachers,"Level 1 Blk A, Outside Library (Available During Operating Hours. Approach Security Officer At Main Gate.)",1.27596604850042,103.803483422379
109433,Academy of Singapore Teachers,"Level 1 Blk P, Inside Movement Studio (Available During Operating Hours. Approach Security Officer At Main Gate.)",1.27596604850042,103.803483422379
100061,Blangah Garden,"Level 1 Thomas Clinic & Surgery, Inside Treatment Room",1.27570500784019,103.812007084346
307591,United Square,Level B1 Information Counter,1.31742800767635,103.843670754851
307591,United Square,Level 2 Reception Counter,1.31742800767635,103.843670754851
307987,Revenue House,"Level 8 Auditor-General's Office, Beside Reception Counter",1.31978249878705,103.842142960008
308205,National Skin Centre,"Level 1 Opp Cafeteria, Outside Female Toilet",1.32016421260992,103.848941747727
308205,National Skin Centre,Level 5 Outside Female Toilet,1.32016421260992,103.848941747727
308205,National Skin Centre,Level 4 Outside Female Toilet,1.32016421260992,103.848941747727
308205,National Skin Centre,Level 3 Outside Clinic A & B,1.32016421260992,103.848941747727
308205,National Skin Centre,Level 2 Outside Clinic F & G,1.32016421260992,103.848941747727
308205,National Skin Centre,Level B1 Outside MMD,1.32016421260992,103.848941747727
59573,Holiday Inn Express Singapore Clarke Quay,Roof Level (8) Gym/Fitness Center,1.39200512922519,103.907127505181
139651,Singapore Polytechnic,"Level 1 Inside Guard House Gate 1, Along Dover Road",1.30787792644497,103.7795746708
139651,Singapore Polytechnic,"Level 4 Block T3A, Inside School Of Architecture & The Build Environment Office",1.30787792644497,103.7795746708
139651,Singapore Polytechnic,"Level 1 Block T1A, Outside Pace Academy Office Entrance",1.30787792644497,103.7795746708
139651,Singapore Polytechnic,Level 2 Outside Main Library Entrance,1.30787792644497,103.7795746708
139651,Singapore Polytechnic,Level 1 Outside InnoVillage Office Entrance,1.30787792644497,103.7795746708
139651,Singapore Polytechnic,"Level 3 Block T11A, School Of Chemical & Life Sciences Lift Lobby",1.30787792644497,103.7795746708
139651,Singapore Polytechnic,"Level 1 Block T11B, School Of Chemical & Life Sciences, Beside Fire Command Center",1.30787792644497,103.7795746708
139651,Singapore Polytechnic,"Level 1 Block W3, Outside Pharmaceutical Technology Centre (W315)",1.30787792644497,103.7795746708
139651,Singapore Polytechnic,"Level 1 Block W2, Between Workplace, Safety & Health Centre & Steam Simulation Centre",1.30787792644497,103.7795746708
139651,Singapore Polytechnic,Level 2 Outside Department Of Student Development Office,1.30787792644497,103.7795746708
139651,Singapore Polytechnic,"Level 1 Block T12, School Of Electrical & Electronic Engineering Entrance, Near LT 12B",1.30787792644497,103.7795746708
139651,Singapore Polytechnic,"Level 1 Block T16, Outside One Stop Centre",1.30787792644497,103.7795746708
139651,Singapore Polytechnic,Level 1 SP Convention Centre Main Lobby,1.30787792644497,103.7795746708
139651,Singapore Polytechnic,"Level 1 Block W12, Outside Engineering Workshop (W1218)",1.30787792644497,103.7795746708
139651,Singapore Polytechnic,"Level 4 Block T19, Outside Media, Arts & Design General Office (T1941)",1.30787792644497,103.7795746708
139651,Singapore Polytechnic,"Level 2 Block T19, Outside School Of Life Skills & Communication Office",1.30787792644497,103.7795746708
139651,Singapore Polytechnic,Level 1 Outside Gym@The Pool Entrance,1.30787792644497,103.7795746708
139651,Singapore Polytechnic,"Level 1 Block W5A, Inside Operation Control Center Office (W5A15)",1.30787792644497,103.7795746708
139651,Singapore Polytechnic,"Level 1 Admin Building, Outside Department Of Communication Office",1.30787792644497,103.7795746708
139651,Singapore Polytechnic,"Level 1 Block T11A, School Of Chemical & Life Sciences, Outside Food Lab",1.30787792644497,103.7795746708
139651,Singapore Polytechnic,"Level 1 Block T11, Moberly Entrance",1.30787792644497,103.7795746708
139651,Singapore Polytechnic,"Level 2 Polycentre, Inside Badminton Hall",1.30787792644497,103.7795746708
139651,Singapore Polytechnic,"Level 5 School Of Business, Opposite Media Classroom (T18B523)",1.30787792644497,103.7795746708
117438,Mapletree Business City,"Level 2 Block 20 West, Main Lobby",1.27491542170658,103.799144889868
117438,Mapletree Business City,"Level 1 Block 20, Inside Fire Command Centre",1.27491542170658,103.799144889868
117438,Mapletree Business City,"Level 2 Block 20 East, Main Lobby",1.27491542170658,103.799144889868
117438,Mapletree Business City,"Level 2 Block 10, Main Lobby",1.27491542170658,103.799144889868
117438,Mapletree Business City,"Level 1 Town Hall, Multi-Purpose Hall",1.27491542170658,103.799144889868
117438,Mapletree Business City,"Level 2 Block 30, Main Lobby",1.27491542170658,103.799144889868
127368,Kent Ridge Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.30122773426098,103.764889617566
127368,Kent Ridge Secondary School,Level 3 Outside Multipurpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.30122773426098,103.764889617566
127368,Kent Ridge Secondary School,Level 1 School Field Toilet (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.30122773426098,103.764889617566
127368,Kent Ridge Secondary School,Level 1 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.30122773426098,103.764889617566
127368,Kent Ridge Secondary School,Level 2 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.30122773426098,103.764889617566
118505,MOE Labrador Adventure Learning Centre,Level 1 Beside Outdoor Education Centre (Near Staircase Corridor),1.27294311518752,103.796647647957
118505,MOE Labrador Adventure Learning Centre,Level 1 Inside Operations Room,1.27294311518752,103.796647647957
599493,Singapore Institute of Technology@NP,"Level 2 Opposite Student Lounge, Near Lift Lobby",1.33421183391663,103.774480553372
139660,Singapore Institute of Technology@SP,Level 1 Lift Lobby,1.30797570313315,103.777733041672
138683,,Level 1 University Tower Lobby,1.30100873824913,103.780125250887
138683,,Level 5 University Tower Lobby,1.30100873824913,103.780125250887
138633,Symbiosis,"Level 10 Autodesk Asia, Beside Office Entrance",1.29882455014415,103.787758941598
138633,Symbiosis,"Level 8 Autodesk Asia, Beside Office Entrance",1.29882455014415,103.787758941598
138633,Symbiosis,"Level 7 Autodesk Asia, Beside Office Entrance",1.29882455014415,103.787758941598
318990,Beatty Secondary School,"Level 1 Blk A, Beside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.341790284928,103.852280842345
318990,Beatty Secondary School,"Level 1 Blk I, Near Staircase (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.341790284928,103.852280842345
318990,Beatty Secondary School,Level 1 School Field Toilet (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.341790284928,103.852280842345
318990,Beatty Secondary School,"Level 2 Blk J, Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.341790284928,103.852280842345
138617,The Star Vista,Level 1 Customer Service Counter,1.30695082420353,103.788287276561
138617,The Star Vista,Level 1 Fire Command Centre,1.30695082420353,103.788287276561
119228,National University Hospital (National University Health System Building),"Level 1 Tower Block, Lift Lobby",1.29234898139799,103.783470532707
68807,SGX Centre 2,"Level 1 Aviva Ltd, Customer Service Counter",1.3091316668874,103.891799999957
119082,NUH Medical Centre,"Level 1 NUH Medical Centre, In Front Of Escalator",1.29277432702258,103.784084020155
319194,Toa Payoh Central Community Building,"Level 1 Toa Payoh Central CC, Inside Constituency Office",1.33465572055474,103.85044386708
319194,Toa Payoh Central Community Building,"Level 2 Toa Payoh Central CC, Lift Lobby",1.33465572055474,103.85044386708
556083,Nex,"Level 1 Near Staircase 4, Beside #01-48",1.35067551435975,103.871861623874
556083,Nex,"Level 4 Near Staircase 1, Opposite Shaw House Theatre",1.35067551435975,103.871861623874
567720,ITE College Central,"Level 1 Block A, Outside IBMS Room",1.37789204076074,103.856411982029
